OrderID,CustomerID,OrderDate,RequiredDeliveryDate,OrderStatus,SalesChannel,WarehouseID,ShippingMethod,Priority
O111043,C01094,2024-07-26,2024-08-01,Partially Fulfilled,Distributor,W013,Standard,Critical
O111044,C00632,2023-12-18,2023-12-23,Completed,Direct,W007,Express,Normal
O111045,C00214,2025-05-17,2025-05-19,Completed,Online,W004,Express,Low
O111046,C00434,2025-12-04,2025-12-21,Completed,Distributor,W002,Freight,Normal
O111047,C01346,2025-10-06,2025-10-15,Completed,Distributor,W004,Standard,High
O111048,C00246,2025-06-15,2025-06-22,Completed,Online,W010,Standard,Normal
O111049,C00434,2025-11-21,2025-11-22,Completed,Direct,W004,Same Day,Normal
O111050,C00338,2025-02-03,2025-02-06,Completed,Direct,W007,Express,High
O111051,C00802,2025-09-29,2025-10-04,Completed,Direct,W002,Express,Low
O111052,C00827,2023-11-02,2023-11-19,Completed,Distributor,W009,Freight,High
O111053,C00079,2025-07-09,2025-07-17,Completed,Distributor,W008,Standard,High
O111054,C01067,2025-08-12,2025-08-17,Completed,Retail,W009,Express,Normal
O111055,C00245,2024-06-25,2024-06-30,Cancelled,Online,W006,Standard,Low
O111056,C00956,2025-09-02,2025-09-08,Completed,Online,W014,Standard,Normal
O111057,C00090,2024-09-15,2024-09-25,Completed,Online,W008,Standard,Normal
O111058,C01015,2023-08-23,2023-09-02,Completed,Retail,W008,Standard,Normal
O111059,C00817,2023-08-25,2023-08-25,Completed,Direct,W014,Same Day,Low
O111060,C00079,2024-05-19,2024-06-06,Completed,Online,W011,Freight,Normal
O111061,C00862,2024-09-24,2024-09-26,Completed,Distributor,W006,Express,Low
O111062,C00619,2024-11-29,2024-12-09,Completed,Online,W013,Freight,Normal
O111063,C00807,2024-11-01,2024-11-04,Completed,Distributor,W004,Express,High
O111064,C01018,2025-07-30,2025-08-02,Completed,Direct,W010,Express,Low
O111065,C00420,2023-12-14,2023-12-14,Completed,Direct,W002,Same Day,High
O111066,C01334,2025-12-02,2025-12-07,Completed,Direct,W003,Standard,Critical
O111067,C00290,2025-01-26,2025-01-27,Completed,Online,W002,Same Day,Critical
O111068,C00267,2024-09-15,2024-09-25,Completed,Online,W005,Standard,Low
O111069,C01400,2025-05-05,2025-05-06,Completed,Direct,W015,Same Day,Normal
O111070,C01268,2025-03-05,2025-03-08,Completed,Direct,W004,Express,Low
O111071,C00434,2023-08-05,2023-08-12,Partially Fulfilled,Direct,W010,Standard,Low
O111072,C00579,2023-05-04,2023-05-12,Completed,Distributor,W014,Standard,Normal
O111073,C01120,2023-09-24,2023-10-10,Completed,Direct,W010,Freight,Low
O111074,C00219,2023-03-14,2023-03-19,Completed,Direct,W006,Express,High
O111075,C00522,2023-12-08,2023-12-13,Completed,Distributor,W009,Standard,Low
O111076,C01054,2025-09-12,2025-09-20,Completed,Online,W009,Standard,Low
O111077,C00305,2025-11-17,2025-11-24,Completed,Direct,W010,Standard,High
O111078,C00940,2025-10-30,2025-11-08,Completed,Distributor,W005,Standard,High
O111079,C00237,2024-12-29,2025-01-09,Completed,Online,W008,Freight,Normal
O111080,C00862,2025-08-04,2025-08-14,Completed,Direct,W012,Standard,Normal
O111081,C01334,2023-02-26,2023-03-03,Completed,Direct,W003,Standard,Low
O111082,C01051,2025-09-13,2025-09-16,Completed,Direct,W006,Express,Low
O111083,C01186,2025-10-24,2025-10-29,Completed,Direct,W004,Express,Low
O111084,C01269,2023-03-29,2023-04-08,Cancelled,Online,W008,Standard,Low
O111085,C01172,2024-12-17,2024-12-26,Completed,Direct,W006,Standard,Critical
O111086,C00434,2024-08-12,2024-08-13,Completed,Direct,W004,Same Day,High
O111087,C00090,2025-09-29,2025-10-09,Completed,Retail,W008,Standard,Critical
O111088,C00495,2023-01-18,2023-01-21,Completed,Direct,W004,Express,Low
O111089,C01076,2023-05-22,2023-05-30,Completed,Retail,W013,Standard,Normal
O111090,C01414,2024-10-15,2024-10-18,Completed,Distributor,W003,Express,Normal
O111091,C00180,2024-05-04,2024-05-11,Completed,Direct,W012,Standard,High
O111092,C00966,2025-01-13,2025-01-16,Completed,Distributor,W002,Express,Low
O111093,C01011,2025-01-17,2025-01-26,Completed,Distributor,W013,Standard,Low
O111094,C00434,2024-06-08,2024-06-14,Completed,Distributor,W006,Standard,Low
O111095,C00120,2024-03-27,2024-04-02,Cancelled,Online,W002,Standard,Low
O111096,C00937,2024-11-15,2024-11-15,Completed,Online,W003,Same Day,Normal
O111097,C00434,2023-05-05,2023-05-11,Completed,Direct,W004,Standard,Low
O111098,C01050,2023-02-24,2023-02-28,Completed,Online,W002,Express,High
O111099,C00942,2024-02-29,2024-03-04,Completed,Retail,W010,Express,Normal
O111100,C01181,2025-03-15,2025-03-29,Completed,Retail,W014,Freight,Normal
O111101,C00584,2023-01-16,2023-01-23,Completed,Direct,W009,Standard,High
O111102,C00247,2023-10-16,2023-10-26,Completed,Direct,W012,Standard,Low
O111103,C01200,2023-11-20,2023-11-30,Completed,Direct,W006,Standard,Normal
O111104,C01437,2025-09-01,2025-09-05,Completed,Distributor,W005,Express,High
O111105,C00748,2024-12-15,2024-12-23,Completed,Direct,W009,Standard,Low
O111106,C01078,2025-08-19,2025-08-29,Completed,Direct,W011,Standard,Normal
O111107,C00973,2024-01-26,2024-02-04,Completed,Distributor,W013,Standard,Low
O111108,C00330,2025-05-04,2025-05-08,Completed,Online,W002,Express,High
O111109,C00088,2024-11-20,2024-11-30,Partially Fulfilled,Distributor,W008,Freight,Low
O111110,C00635,2024-10-15,2024-10-20,Completed,Direct,W012,Express,Low
O111111,C00192,2023-12-12,2023-12-19,Completed,Direct,W005,Standard,Low
O111112,C01347,2024-05-11,2024-05-17,Completed,Online,W012,Standard,Critical
O111113,C00123,2024-04-01,2024-04-11,Completed,Retail,W005,Standard,Normal
O111114,C00079,2023-07-26,2023-08-05,Completed,Direct,W008,Standard,Normal
O111115,C00476,2025-12-10,2025-12-19,Partially Fulfilled,Distributor,W003,Standard,Normal
O111116,C01503,2024-02-15,2024-02-21,Cancelled,Direct,W004,Standard,Low
O111117,C00942,2023-11-07,2023-11-11,Partially Fulfilled,Online,W014,Express,Low
O111118,C00619,2023-12-05,2023-12-15,Completed,Online,W002,Standard,Low
O111119,C01252,2024-03-30,2024-04-04,Completed,Distributor,W002,Express,Low
O111120,C00001,2023-05-26,2023-05-30,Completed,Online,W006,Express,Normal
O111121,C00434,2024-08-24,2024-08-27,Partially Fulfilled,Direct,W007,Express,Low
O111122,C00402,2025-09-26,2025-09-27,Completed,Distributor,W001,Same Day,Normal
O111123,C00079,2025-05-28,2025-06-15,Completed,Distributor,W011,Freight,High
O111124,C00806,2023-01-22,2023-01-31,Completed,Distributor,W005,Standard,Normal
O111125,C00115,2025-04-11,2025-04-19,Completed,Retail,W002,Standard,High
O111126,C00087,2025-07-27,2025-08-06,Completed,Direct,W004,Standard,Low
O111127,C00714,2025-06-12,2025-06-17,Completed,Direct,W010,Standard,Critical
O111128,C00154,2023-08-04,2023-08-12,Completed,Distributor,W009,Standard,Normal
O111129,C00434,2024-01-10,2024-01-17,Completed,Distributor,W004,Standard,Normal
O111130,C00786,2023-05-15,2023-05-19,Partially Fulfilled,Retail,W008,Express,Normal
O111131,C01238,2024-10-18,2024-11-04,Completed,Online,W008,Freight,Normal
O111132,C00843,2024-05-05,2024-05-07,Completed,Online,W008,Express,Critical
O111133,C01291,2023-12-08,2023-12-17,Completed,Direct,W009,Standard,High
O111134,C00321,2024-08-17,2024-08-25,Completed,Direct,W014,Standard,Critical
O111135,C00891,2024-09-28,2024-10-04,Completed,Online,W002,Standard,Low
O111136,C01027,2025-09-02,2025-09-04,Cancelled,Retail,W003,Express,High
O111137,C00724,2024-10-16,2024-10-20,Completed,Distributor,W003,Express,High
O111138,C00108,2024-12-29,2025-01-08,Completed,Retail,W011,Standard,Low
O111139,C01025,2025-06-07,2025-06-12,Completed,Direct,W004,Standard,Normal
O111140,C00434,2025-02-12,2025-02-21,Completed,Online,W006,Freight,Normal
O111141,C00434,2023-08-19,2023-08-28,Completed,Direct,W006,Standard,Low
O111142,C00802,2024-12-25,2025-01-02,Completed,Distributor,W002,Standard,Normal
O111143,C00434,2024-11-19,2024-11-26,Completed,Direct,W012,Standard,High
O111144,C00670,2024-03-23,2024-03-27,Completed,Online,W009,Express,Normal
O111145,C00667,2023-01-13,2023-01-23,Completed,Direct,W004,Standard,Low
O111146,C00884,2023-02-10,2023-02-13,Completed,Retail,W009,Express,Low
O111147,C00860,2023-08-16,2023-08-16,Completed,Online,W008,Same Day,Low
O111148,C00090,2023-12-26,2024-01-03,Completed,Online,W009,Standard,Normal
O111149,C00079,2024-12-22,2024-12-30,Completed,Online,W009,Standard,Low
O111150,C01479,2025-12-31,2026-01-06,Completed,Distributor,W009,Standard,Normal
O111151,C01513,2025-11-05,2025-11-10,Completed,Online,W013,Standard,Normal
O111152,C00434,2023-06-09,2023-06-12,Completed,Distributor,W015,Express,Normal
O111153,C00714,2024-02-26,2024-03-04,Completed,Distributor,W014,Standard,High
O111154,C00088,2023-06-09,2023-06-12,Completed,Direct,W011,Express,Normal
O111155,C01479,2024-05-05,2024-05-09,Completed,Direct,W008,Express,Critical
O111156,C00714,2024-01-11,2024-01-21,Completed,Distributor,W002,Freight,Normal
O111157,C00252,2024-07-12,2024-07-12,Completed,Direct,W015,Same Day,Normal
O111158,C00935,2023-02-03,2023-02-04,Completed,Distributor,W006,Same Day,Normal
O111159,C01387,2025-06-20,2025-06-30,Completed,Distributor,W006,Standard,Normal
O111160,C01183,2023-06-18,2023-06-20,Completed,Direct,W010,Express,Normal
O111161,C00900,2025-11-20,2025-11-29,Completed,Direct,W011,Standard,Normal
O111162,C00079,2025-09-10,2025-09-12,Completed,Distributor,W008,Express,Low
O111163,C00815,2024-06-06,2024-06-11,Completed,Distributor,W013,Express,Low
O111164,C00965,2023-04-25,2023-05-07,Completed,Direct,W003,Freight,Normal
O111165,C00568,2024-11-19,2024-11-27,Completed,Retail,W002,Standard,Low
O111166,C01367,2023-10-15,2023-10-19,Completed,Direct,W002,Express,Normal
O111167,C00088,2024-11-30,2024-12-06,Completed,Direct,W009,Standard,Low
O111168,C01344,2025-12-08,2025-12-15,Completed,Direct,W010,Standard,High
O111169,C00508,2024-06-06,2024-06-06,Completed,Direct,W004,Same Day,Critical
O111170,C00273,2024-05-17,2024-05-22,Completed,Direct,W013,Standard,Normal
O111171,C01032,2024-01-24,2024-01-26,Completed,Online,W002,Express,High
O111172,C00806,2024-11-12,2024-11-17,Completed,Distributor,W013,Standard,Normal
O111173,C00714,2025-01-17,2025-01-22,Completed,Direct,W010,Standard,Low
O111174,C00219,2025-03-30,2025-04-07,Completed,Online,W010,Standard,Low
O111175,C00434,2023-03-03,2023-03-09,Completed,Distributor,W007,Standard,Normal
O111176,C00936,2023-07-24,2023-08-01,Completed,Distributor,W013,Standard,High
O111177,C00079,2023-05-23,2023-06-01,Completed,Direct,W013,Standard,Normal
O111178,C00115,2025-12-18,2025-12-23,Completed,Online,W013,Standard,Low
O111179,C00942,2024-01-09,2024-01-14,Completed,Online,W014,Standard,Critical
O111180,C00802,2024-12-03,2024-12-13,Completed,Direct,W013,Standard,Normal
O111181,C00800,2023-03-30,2023-04-02,Completed,Online,W008,Express,High
O111182,C01151,2024-07-05,2024-07-12,Completed,Retail,W013,Standard,Low
O111183,C00583,2025-10-03,2025-10-07,Completed,Direct,W002,Express,Normal
O111184,C00520,2025-11-29,2025-12-09,Completed,Online,W006,Standard,Critical
O111185,C00724,2025-11-30,2025-12-07,Cancelled,Distributor,W003,Standard,Low
O111186,C01480,2024-06-04,2024-06-13,Partially Fulfilled,Direct,W008,Standard,High
O111187,C01231,2024-11-22,2024-11-25,Completed,Direct,W002,Express,Low
O111188,C00675,2023-01-19,2023-01-26,Partially Fulfilled,Online,W008,Standard,Normal
O111189,C00115,2024-03-02,2024-03-07,Completed,Online,W002,Standard,High
O111190,C00757,2024-04-02,2024-04-08,Completed,Distributor,W005,Standard,Normal
O111191,C00311,2023-11-04,2023-11-08,Completed,Retail,W009,Express,Low
O111192,C01397,2025-11-07,2025-11-12,Completed,Distributor,W009,Standard,Normal
O111193,C00434,2024-10-03,2024-10-12,Completed,Distributor,W006,Standard,High
O111194,C00802,2025-09-25,2025-09-26,Completed,Direct,W013,Same Day,Low
O111195,C00802,2025-07-18,2025-07-25,Completed,Online,W005,Standard,Low
O111196,C01512,2024-08-19,2024-08-25,Cancelled,Direct,W002,Standard,High
O111197,C01351,2025-08-24,2025-09-02,Completed,Online,W009,Standard,Critical
O111198,C00817,2023-04-10,2023-04-17,Completed,Online,W014,Standard,Normal
O111199,C00368,2025-02-12,2025-02-16,Completed,Distributor,W004,Express,Low
O111200,C00016,2025-07-08,2025-07-17,Completed,Direct,W002,Standard,Normal
O111201,C00184,2024-08-14,2024-08-19,Completed,Online,W001,Standard,Normal
O111202,C01367,2024-07-20,2024-07-28,Completed,Online,W013,Freight,Normal
O111203,C01266,2025-05-27,2025-06-02,Completed,Direct,W013,Standard,High
O111204,C00079,2025-02-08,2025-02-20,Partially Fulfilled,Online,W008,Freight,High
O111205,C00962,2025-10-26,2025-11-03,Completed,Online,W009,Standard,Normal
O111206,C00942,2024-01-30,2024-02-08,Completed,Online,W014,Standard,Low
O111207,C01338,2024-01-17,2024-01-23,Completed,Direct,W011,Standard,Low
O111208,C00733,2023-09-26,2023-10-05,Completed,Online,W002,Standard,Critical
O111209,C01036,2023-05-25,2023-05-29,Completed,Online,W007,Express,High
O111210,C01400,2023-03-16,2023-03-19,Completed,Direct,W008,Express,Normal
O111211,C00379,2023-11-30,2023-12-09,Completed,Direct,W005,Standard,High
O111212,C00115,2023-11-22,2023-11-27,Completed,Retail,W005,Express,Normal
O111213,C00831,2025-02-26,2025-03-04,Completed,Direct,W012,Standard,Normal
O111214,C00480,2023-11-16,2023-11-21,Completed,Distributor,W011,Standard,Normal
O111215,C00761,2024-04-17,2024-04-24,Completed,Retail,W004,Standard,Normal
O111216,C01060,2023-12-22,2023-12-29,Completed,Direct,W012,Standard,Normal
O111217,C00543,2025-05-30,2025-06-05,Completed,Direct,W004,Standard,Normal
O111218,C00028,2025-01-18,2025-01-27,Completed,Online,W013,Standard,High
O111219,C00965,2024-12-20,2024-12-25,Completed,Online,W003,Express,Normal
O111220,C01141,2024-11-28,2024-12-06,Completed,Retail,W009,Freight,High
O111221,C00694,2024-05-08,2024-05-12,Completed,Distributor,W001,Express,Critical
O111222,C00434,2024-02-19,2024-02-24,Completed,Direct,W006,Express,Normal
O111223,C00997,2023-11-12,2023-11-17,Completed,Direct,W012,Standard,Low
O111224,C00881,2024-07-08,2024-07-14,Pending,Distributor,W009,Standard,Normal
O111225,C00058,2024-12-10,2024-12-15,Completed,Online,W009,Standard,Normal
O111226,C00714,2025-07-03,2025-07-14,Completed,Distributor,W014,Freight,Normal
O111227,C00463,2023-09-10,2023-09-11,Completed,Retail,W003,Same Day,Low
O111228,C00199,2025-04-04,2025-04-22,Completed,Distributor,W009,Freight,Normal
O111229,C00486,2024-10-04,2024-10-05,Completed,Online,W008,Same Day,High
O111230,C00786,2025-01-09,2025-01-19,Completed,Retail,W009,Standard,Low
O111231,C01295,2023-12-12,2023-12-29,Completed,Online,W009,Freight,Normal
O111232,C00714,2025-04-07,2025-04-13,Cancelled,Direct,W014,Standard,High
O111233,C00285,2024-08-08,2024-08-18,Completed,Direct,W011,Standard,Critical
O111234,C00434,2023-06-01,2023-06-03,Completed,Direct,W012,Express,Low
O111235,C00180,2024-11-01,2024-11-01,Completed,Online,W005,Same Day,Low
O111236,C00976,2023-09-13,2023-09-14,Completed,Direct,W006,Same Day,Normal
O111237,C00256,2025-06-22,2025-06-28,Completed,Direct,W008,Standard,Low
O111238,C00006,2025-12-14,2025-12-19,Completed,Distributor,W006,Standard,High
O111239,C00412,2024-09-10,2024-09-20,Partially Fulfilled,Direct,W009,Standard,High
O111240,C00311,2024-06-25,2024-06-26,Completed,Online,W009,Same Day,Normal
O111241,C00004,2024-07-29,2024-08-05,Partially Fulfilled,Online,W006,Standard,Normal
O111242,C01201,2025-12-18,2025-12-23,Completed,Direct,W008,Standard,Normal
O111243,C00010,2024-10-10,2024-10-17,Completed,Online,W009,Standard,Low
O111244,C01317,2024-09-29,2024-10-15,Completed,Online,W002,Freight,Normal
O111245,C00764,2025-01-28,2025-02-02,Completed,Online,W002,Express,Normal
O111246,C00538,2024-08-16,2024-08-26,Partially Fulfilled,Distributor,W002,Standard,Normal
O111247,C00802,2024-01-18,2024-01-28,Completed,Online,W002,Standard,Normal
O111248,C00537,2023-02-27,2023-03-08,Completed,Direct,W008,Standard,High
O111249,C00079,2023-04-24,2023-05-02,Completed,Direct,W009,Standard,Low
O111250,C00877,2023-12-09,2023-12-14,Completed,Direct,W009,Express,Low
O111251,C00159,2025-12-22,2025-12-26,Completed,Distributor,W006,Express,Low
O111252,C00469,2025-02-28,2025-03-10,Completed,Distributor,W013,Standard,Normal
O111253,C00508,2024-09-24,2024-09-27,Completed,Distributor,W012,Express,Normal
O111254,C01050,2025-02-27,2025-03-02,Completed,Online,W010,Express,Critical
O111255,C00424,2024-12-11,2024-12-19,Completed,Direct,W005,Standard,Normal
O111256,C00127,2023-03-19,2023-03-22,Completed,Retail,W013,Express,Normal
O111257,C01295,2025-10-24,2025-11-02,Completed,Direct,W009,Standard,Normal
O111258,C00426,2023-11-25,2023-12-12,Completed,Direct,W006,Freight,High
O111259,C00090,2024-07-04,2024-07-14,Completed,Online,W013,Standard,Low
O111260,C00115,2024-06-27,2024-07-08,Completed,Direct,W013,Freight,High
O111261,C00881,2023-11-04,2023-11-09,Cancelled,Distributor,W009,Express,Normal
O111262,C00714,2024-09-26,2024-09-29,Completed,Distributor,W015,Express,Critical
O111263,C01155,2023-10-05,2023-10-05,Completed,Distributor,W008,Same Day,High
O111264,C00714,2023-09-23,2023-10-02,Completed,Direct,W014,Standard,Low
O111265,C00884,2023-03-19,2023-04-06,Completed,Online,W009,Freight,High
O111266,C01088,2025-02-06,2025-02-13,Completed,Online,W004,Standard,Normal
O111267,C01181,2025-07-18,2025-07-23,Completed,Online,W010,Standard,Low
O111268,C00202,2023-02-25,2023-02-25,Partially Fulfilled,Direct,W003,Same Day,Normal
O111269,C01504,2023-07-07,2023-07-13,Completed,Online,W004,Standard,Normal
O111270,C01265,2023-07-21,2023-07-29,Completed,Direct,W008,Standard,Normal
O111271,C00024,2024-01-02,2024-01-11,Completed,Direct,W014,Standard,Low
O111272,C00973,2023-09-15,2023-09-21,Completed,Distributor,W013,Standard,Normal
O111273,C00832,2024-03-19,2024-03-29,Completed,Direct,W008,Standard,Low
O111274,C00434,2024-10-16,2024-10-20,Completed,Direct,W007,Express,Normal
O111275,C01067,2025-04-25,2025-05-04,Completed,Online,W008,Standard,High
O111276,C00434,2025-02-13,2025-02-23,Completed,Direct,W004,Standard,Low
O111277,C00843,2024-10-30,2024-11-02,Completed,Direct,W009,Express,Critical
O111278,C01363,2023-12-29,2024-01-03,Completed,Online,W007,Standard,Normal
O111279,C00434,2025-01-27,2025-02-01,Completed,Online,W006,Standard,Low
O111280,C00937,2025-12-15,2025-12-18,Completed,Distributor,W003,Express,Critical
O111281,C00475,2025-12-22,2025-12-27,Completed,Direct,W002,Express,Low
O111282,C01050,2023-04-01,2023-04-04,Completed,Online,W006,Express,Low
O111283,C00079,2024-06-25,2024-07-01,Partially Fulfilled,Online,W009,Standard,Normal
O111284,C00410,2023-09-02,2023-09-03,Completed,Direct,W003,Same Day,Low
O111285,C01403,2025-12-03,2025-12-10,Completed,Distributor,W003,Standard,High
O111286,C00258,2025-04-20,2025-04-28,Completed,Online,W005,Standard,Normal
O111287,C01091,2023-10-20,2023-10-22,Completed,Distributor,W013,Express,High
O111288,C00321,2024-11-25,2024-11-25,Completed,Direct,W014,Same Day,Low
O111289,C01485,2024-08-10,2024-08-19,Completed,Direct,W004,Standard,High
O111290,C00733,2024-01-11,2024-01-17,Completed,Retail,W005,Standard,Normal
O111291,C00714,2023-05-11,2023-05-14,Completed,Direct,W002,Express,Normal
O111292,C00422,2023-08-26,2023-08-31,Completed,Online,W006,Standard,Normal
O111293,C00397,2023-02-14,2023-02-15,Completed,Direct,W006,Same Day,Normal
O111294,C00280,2025-10-27,2025-11-04,Completed,Online,W002,Standard,Low
O111295,C01486,2025-05-22,2025-05-24,Completed,Online,W005,Express,Normal
O111296,C00917,2024-05-08,2024-05-08,Cancelled,Online,W013,Same Day,High
O111297,C01088,2025-12-15,2025-12-18,Completed,Online,W012,Express,Normal
O111298,C00313,2025-06-17,2025-06-17,Completed,Online,W002,Same Day,Low
O111299,C00593,2024-12-29,2025-01-03,Completed,Retail,W005,Express,High
O111300,C00434,2025-11-20,2025-11-27,Completed,Direct,W007,Standard,Low
O111301,C00698,2024-09-19,2024-09-25,Partially Fulfilled,Online,W005,Standard,Low
O111302,C00962,2025-03-10,2025-03-18,Completed,Online,W009,Standard,Normal
O111303,C00434,2025-03-12,2025-03-21,Completed,Direct,W004,Standard,Low
O111304,C00917,2025-04-12,2025-04-20,Completed,Distributor,W002,Standard,High
O111305,C01464,2024-08-26,2024-08-27,Cancelled,Direct,W005,Same Day,Normal
O111306,C00827,2023-12-11,2023-12-26,Completed,Online,W011,Freight,Normal
O111307,C00313,2023-10-30,2023-11-04,Completed,Distributor,W002,Express,Normal
O111308,C01488,2023-04-21,2023-04-28,Completed,Online,W011,Standard,Critical
O111309,C00942,2024-06-21,2024-06-29,Completed,Online,W014,Standard,Normal
O111310,C00674,2025-09-02,2025-09-07,Completed,Direct,W006,Express,Normal
O111311,C00827,2025-08-25,2025-08-28,Completed,Distributor,W008,Express,Normal
O111312,C00714,2023-11-07,2023-11-17,Completed,Distributor,W014,Standard,Low
O111313,C00714,2023-01-20,2023-01-21,Completed,Direct,W014,Same Day,Normal
O111314,C00714,2025-06-12,2025-06-22,Completed,Distributor,W014,Standard,Critical
O111315,C00011,2023-09-30,2023-10-08,Completed,Online,W005,Standard,Normal
O111316,C00891,2025-11-08,2025-11-16,Completed,Retail,W013,Freight,Low
O111317,C00232,2024-05-29,2024-06-03,Completed,Distributor,W008,Express,High
O111318,C00090,2023-11-14,2023-12-01,Completed,Retail,W006,Freight,Normal
O111319,C00245,2024-10-08,2024-10-12,Completed,Online,W004,Express,High
O111320,C00521,2024-11-13,2024-11-25,Completed,Online,W010,Freight,Normal
O111321,C00803,2024-02-18,2024-02-24,Completed,Direct,W010,Standard,High
O111322,C00468,2025-03-03,2025-03-09,Partially Fulfilled,Direct,W003,Standard,Normal
O111323,C00714,2025-04-23,2025-05-04,Completed,Direct,W010,Freight,Normal
O111324,C00434,2025-07-25,2025-07-30,Partially Fulfilled,Online,W004,Express,High
O111325,C00079,2023-09-26,2023-09-29,Completed,Direct,W008,Express,Low
O111326,C01032,2023-12-20,2023-12-21,Completed,Online,W006,Same Day,Low
O111327,C00416,2025-12-23,2025-12-27,Completed,Distributor,W005,Express,High
O111328,C00693,2023-06-09,2023-06-10,Completed,Retail,W005,Same Day,Low
O111329,C00813,2023-07-03,2023-07-07,Completed,Direct,W003,Express,Normal
O111330,C01454,2023-03-10,2023-03-13,Completed,Online,W003,Express,Normal
O111331,C00802,2025-03-29,2025-04-04,Completed,Distributor,W013,Standard,Normal
O111332,C01471,2024-11-13,2024-11-19,Cancelled,Online,W003,Standard,Normal
O111333,C00438,2023-11-06,2023-11-12,Completed,Online,W002,Standard,Low
O111334,C00079,2025-09-21,2025-09-24,Cancelled,Direct,W008,Express,Low
O111335,C00329,2024-02-28,2024-03-03,Partially Fulfilled,Direct,W006,Express,Normal
O111336,C01314,2023-10-04,2023-10-20,Completed,Online,W005,Freight,Normal
O111337,C00434,2023-12-08,2023-12-08,Cancelled,Direct,W004,Same Day,High
O111338,C00169,2025-11-10,2025-11-11,Completed,Distributor,W002,Same Day,Normal
O111339,C01486,2024-01-10,2024-01-25,Partially Fulfilled,Online,W002,Freight,Low
O111340,C00831,2023-01-31,2023-02-04,Completed,Direct,W006,Express,Low
O111341,C00603,2023-10-12,2023-10-19,Completed,Distributor,W010,Standard,High
O111342,C00006,2025-05-20,2025-05-30,Completed,Online,W003,Standard,Normal
O111343,C00434,2025-02-10,2025-02-19,Cancelled,Distributor,W004,Standard,Low
O111344,C01479,2024-02-16,2024-02-22,Completed,Distributor,W011,Standard,Normal
O111345,C00079,2023-09-01,2023-09-02,Completed,Distributor,W008,Same Day,Normal
O111346,C00081,2023-11-29,2023-12-05,Completed,Direct,W006,Standard,Normal
O111347,C00718,2023-12-28,2024-01-04,Cancelled,Distributor,W013,Standard,Low
O111348,C00714,2023-08-31,2023-09-07,Completed,Direct,W010,Standard,Normal
O111349,C00528,2024-01-08,2024-01-13,Completed,Distributor,W003,Express,Low
O111350,C01181,2025-01-02,2025-01-12,Completed,Online,W006,Standard,Low
O111351,C00806,2023-06-23,2023-07-03,Completed,Direct,W002,Standard,Critical
O111352,C00671,2025-07-08,2025-07-12,Completed,Distributor,W002,Express,High
O111353,C00496,2025-08-04,2025-08-18,Completed,Online,W011,Freight,Normal
O111354,C00079,2024-03-27,2024-04-06,Completed,Distributor,W008,Standard,Low
O111355,C00090,2023-09-07,2023-09-12,Completed,Online,W009,Standard,High
O111356,C00964,2025-11-05,2025-11-22,Completed,Direct,W002,Freight,Low
O111357,C00603,2023-01-18,2023-01-21,Completed,Direct,W010,Express,Normal
O111358,C00901,2024-10-26,2024-10-31,Completed,Distributor,W009,Standard,Low
O111359,C00127,2025-09-08,2025-09-17,Completed,Online,W013,Standard,Normal
O111360,C00603,2025-10-19,2025-10-26,Partially Fulfilled,Direct,W014,Standard,Critical
O111361,C00434,2025-03-26,2025-04-05,Completed,Distributor,W004,Standard,Low
O111362,C00697,2024-01-19,2024-01-29,Completed,Direct,W004,Standard,High
O111363,C00714,2024-03-04,2024-03-08,Completed,Distributor,W010,Express,Normal
O111364,C00198,2024-07-22,2024-07-27,Completed,Online,W010,Express,High
O111365,C00458,2024-06-22,2024-06-28,Completed,Direct,W009,Standard,Normal
O111366,C00079,2025-08-29,2025-09-08,Completed,Online,W009,Standard,High
O111367,C01181,2024-03-11,2024-03-14,Completed,Online,W006,Express,Low
O111368,C00832,2023-12-04,2023-12-13,Completed,Direct,W011,Standard,Normal
O111369,C00903,2025-09-19,2025-09-20,Completed,Direct,W002,Same Day,Low
O111370,C00421,2024-06-29,2024-07-01,Cancelled,Online,W010,Express,Low
O111371,C01311,2023-02-20,2023-02-26,Completed,Distributor,W008,Standard,Normal
O111372,C00434,2025-08-30,2025-09-06,Completed,Direct,W004,Standard,High
O111373,C01397,2025-07-09,2025-07-16,Completed,Online,W008,Standard,Normal
O111374,C01322,2025-03-15,2025-03-21,Cancelled,Direct,W009,Standard,Normal
O111375,C00434,2024-11-05,2024-11-06,Completed,Online,W006,Same Day,Normal
O111376,C00379,2024-11-19,2024-11-24,Completed,Distributor,W012,Express,Low
O111377,C01119,2025-08-27,2025-09-10,Completed,Online,W001,Freight,Low
O111378,C00831,2024-08-28,2024-09-07,Cancelled,Direct,W009,Standard,Critical
O111379,C00835,2023-11-30,2023-12-10,Cancelled,Direct,W004,Standard,Critical
O111380,C01003,2025-05-19,2025-05-22,Completed,Online,W005,Express,Normal
O111381,C00079,2024-07-26,2024-08-05,Completed,Distributor,W008,Freight,Critical
O111382,C00671,2024-10-07,2024-10-17,Completed,Direct,W005,Standard,Normal
O111383,C00434,2024-11-27,2024-12-01,Completed,Online,W006,Express,Low
O111384,C01503,2025-03-26,2025-03-31,Cancelled,Direct,W006,Express,Normal
O111385,C00169,2025-03-26,2025-03-29,Completed,Direct,W002,Express,Normal
