WarehouseID,ProductID,InitialStock,SafetyStock,ReorderPoint,StorageCostPerUnit
W004,P0054,4945,471,2315,1.384
W004,P0094,272,27,118,0.729
W004,P0028,3068,282,1276,0.303
W004,P0183,335,63,187,0.232
W004,P0105,8094,648,3880,0.103
W004,P0293,301,27,137,0.667
W004,P0203,211,33,101,0.545
W004,P0214,227,28,62,0.661
W004,P0052,8299,1233,3970,0.565
W004,P0123,1793,228,721,0.08
W004,P0238,1134,119,523,0.437
W004,P0267,336,42,94,0.762
W004,P0100,373,38,149,0.173
W004,P0221,7643,1415,3799,0.732
W004,P0010,1500,235,790,0.396
W004,P0107,2095,330,867,0.147
W004,P0065,234,33,124,0.475
W004,P0050,2486,473,1097,0.177
W004,P0030,2784,502,1188,0.328
W004,P0003,1235,167,571,0.96
W004,P0229,1043,89,443,0.149
W004,P0255,63,7,21,0.624
W004,P0086,760,120,387,0.805
W004,P0132,7466,1037,3151,0.268
W004,P0031,1081,129,538,0.486
W004,P0099,5648,782,2714,0.096
W004,P0164,36,5,17,0.704
W004,P0198,407,37,160,0.177
W004,P0074,518,42,185,0.512
W004,P0233,1821,241,770,1.151
W004,P0138,1148,114,416,0.95
W004,P0110,1210,200,408,0.638
W004,P0020,1728,305,822,0.102
W004,P0219,1100,91,257,1.492
W004,P0319,69,13,26,0.967
W004,P0166,205,34,115,0.162
W004,P0295,269,43,138,0.296
W004,P0282,436,38,122,0.996
W004,P0270,1529,257,837,0.97
W004,P0140,2516,414,1083,0.754
W004,P0128,136,24,55,0.181
W004,P0009,6306,1213,3375,0.718
W004,P0071,2325,281,658,0.378
W004,P0067,164,21,54,0.283
W004,P0190,321,36,162,0.888
W004,P0253,2098,167,591,0.64
W004,P0146,2595,362,1317,0.147
W004,P0189,92,7,22,0.256
W004,P0264,500,54,222,0.072
W004,P0276,249,48,137,0.327
W004,P0135,159,12,43,0.605
W004,P0196,2467,343,810,0.814
W004,P0247,389,72,192,0.953
W004,P0310,128,15,43,0.691
W004,P0266,1481,138,684,0.597
W004,P0286,1627,306,890,0.139
W004,P0085,4481,440,1122,0.343
W004,P0248,535,84,288,0.196
W004,P0008,185,28,77,0.59
W004,P0210,888,165,390,0.84
W004,P0040,60,8,29,0.956
W004,P0277,423,72,196,0.452
W004,P0084,61,10,27,1.006
W004,P0311,320,32,82,1.164
W004,P0200,232,38,104,1.091
W004,P0259,167,32,82,0.267
W004,P0314,2265,421,1298,0.22
W004,P0209,681,134,380,0.407
W004,P0167,418,64,230,1.156
W004,P0015,4267,354,1626,0.53
W004,P0097,298,29,142,1.106
W004,P0316,2492,471,985,0.847
W005,P0114,1641,142,751,0.934
W005,P0097,305,40,128,0.619
W005,P0316,1234,246,490,0.912
W005,P0008,307,26,117,0.251
W005,P0248,158,14,44,0.345
W005,P0032,1998,252,898,0.25
W005,P0040,186,22,89,0.711
W005,P0094,165,23,84,0.123
W005,P0259,27,4,10,0.887
W005,P0012,2946,436,1250,0.517
W005,P0256,1070,199,617,0.787
W005,P0055,1949,340,849,0.72
W005,P0084,291,40,87,0.508
W005,P0036,3505,550,1879,0.715
W005,P0308,1849,358,895,0.473
W005,P0267,1857,156,520,0.357
W005,P0126,273,54,104,0.484
W005,P0255,340,35,145,0.389
W005,P0167,689,107,307,1.248
W005,P0273,545,64,175,0.72
W005,P0064,275,33,85,0.6
W005,P0086,1510,301,860,0.81
W005,P0182,552,57,216,0.738
W005,P0059,886,104,441,1.093
W005,P0311,205,27,62,0.233
W005,P0152,3591,712,1326,0.58
W005,P0202,1267,213,648,0.665
W005,P0023,598,54,177,0.549
W005,P0266,862,124,412,0.09
W005,P0219,583,72,241,0.658
W005,P0131,701,117,231,0.2
W005,P0013,276,32,86,0.957
W005,P0191,375,50,193,0.07
W005,P0104,5831,1007,2694,0.074
W005,P0301,1593,198,537,0.894
W005,P0068,377,65,123,1.097
W005,P0186,388,70,202,0.632
W005,P0213,393,53,176,0.416
W005,P0159,242,42,116,1.035
W005,P0247,189,23,94,0.578
W005,P0220,4291,655,2225,0.724
W005,P0031,1165,99,456,0.383
W005,P0265,444,43,195,0.145
W005,P0295,297,51,166,0.727
W005,P0065,196,19,71,0.966
W005,P0297,383,49,147,0.567
W005,P0315,618,112,281,0.894
W005,P0166,163,20,45,0.543
W005,P0043,1012,194,516,0.409
W005,P0190,351,38,108,0.893
W005,P0153,304,29,115,0.64
W005,P0274,307,32,141,0.431
W005,P0132,2593,510,1383,0.097
W005,P0092,358,70,171,0.73
W005,P0206,237,42,130,1.159
W005,P0134,1538,235,619,0.731
W005,P0313,464,90,260,0.281
W005,P0183,155,21,59,0.17
W005,P0151,55,9,17,0.304
W005,P0260,1228,158,594,0.074
W005,P0258,690,130,318,0.317
W005,P0302,326,49,177,0.129
W005,P0076,584,101,211,0.182
W005,P0039,1810,299,922,0.375
W005,P0024,1826,195,513,0.235
W005,P0291,97,13,37,0.571
W005,P0314,555,80,168,0.567
W005,P0016,370,45,137,0.898
W005,P0070,230,38,126,1.394
W005,P0046,141,25,77,0.817
W005,P0218,1060,123,289,0.468
W005,P0038,394,52,179,0.182
W005,P0320,677,67,246,0.559
W005,P0203,46,5,22,1.095
W005,P0231,367,67,201,0.309
W005,P0177,1258,209,407,0.647
W005,P0209,287,23,95,0.993
W005,P0233,686,87,226,0.376
W005,P0136,163,29,60,0.58
W005,P0176,213,18,92,0.431
W005,P0221,5741,856,2225,1.128
W005,P0184,24,2,9,0.647
W005,P0079,1740,307,821,0.61
W005,P0140,1341,218,498,0.086
W005,P0028,1184,124,518,0.76
W005,P0005,1798,230,836,0.188
W005,P0309,3310,341,1172,0.188
W005,P0261,189,28,101,0.558
W005,P0135,199,33,81,0.755
W005,P0195,5748,729,2535,1.279
W005,P0027,263,32,96,0.897
W005,P0146,573,58,274,0.145
W005,P0108,353,62,133,0.783
W005,P0288,1718,163,461,0.894
W005,P0077,327,29,98,0.955
W005,P0268,847,79,366,1.185
W005,P0240,2486,349,884,0.805
W005,P0156,3889,750,2293,0.786
W005,P0243,1707,251,790,0.988
W005,P0270,1698,222,720,0.358
W005,P0083,962,136,447,0.758
W005,P0251,50,7,22,0.209
W005,P0063,912,114,315,0.245
W005,P0141,839,95,263,0.557
W005,P0205,352,58,117,0.909
W005,P0096,289,36,142,0.553
W005,P0162,1092,153,439,0.393
W005,P0089,1350,141,404,0.629
W005,P0158,1478,164,411,1.098
W005,P0210,664,75,190,0.997
W005,P0160,236,45,101,0.222
W005,P0249,1626,166,542,1.015
W005,P0201,86,9,28,1.004
W005,P0276,183,17,73,0.29
W005,P0168,3146,252,744,0.206
W005,P0017,1564,274,703,0.603
W005,P0173,809,124,267,0.638
W005,P0312,271,46,146,0.606
W005,P0099,4750,506,1692,0.516
W005,P0303,2075,371,767,0.823
W005,P0246,1578,206,646,1.03
W005,P0165,370,44,125,1.049
W005,P0215,482,83,225,0.263
W005,P0180,1239,229,609,0.933
W005,P0037,173,30,84,0.461
W005,P0069,214,26,98,0.322
W005,P0045,90,11,24,0.639
W005,P0214,217,32,76,1.015
W005,P0107,1619,224,671,0.546
W005,P0116,405,46,125,0.407
W005,P0074,365,71,214,0.906
W005,P0042,1713,171,684,0.808
W005,P0204,458,77,216,0.927
W005,P0056,313,32,88,0.629
W005,P0105,4409,591,1974,1.101
W005,P0189,130,16,63,0.214
W005,P0133,662,101,226,0.843
W005,P0254,288,56,127,0.376
W005,P0305,1313,122,372,0.474
W005,P0025,26,4,12,0.958
W005,P0110,575,107,285,0.285
W005,P0101,1665,161,698,0.705
W005,P0049,965,149,435,0.972
W005,P0250,1776,317,661,0.504
W005,P0091,212,17,67,0.469
W005,P0095,1184,121,398,0.738
W005,P0242,270,49,123,0.982
W005,P0307,78,13,31,0.775
W005,P0207,435,66,237,0.819
W005,P0071,1767,205,758,0.267
W005,P0178,144,22,77,0.672
W005,P0137,1744,216,775,0.64
W005,P0200,373,46,144,0.074
W005,P0003,1180,172,520,0.549
W005,P0193,838,147,326,0.874
W005,P0197,346,50,157,0.668
W005,P0060,1516,205,772,0.144
W005,P0245,167,18,67,1.098
W005,P0067,286,55,162,0.071
W005,P0319,83,12,29,0.985
W005,P0299,89,12,38,0.758
W005,P0304,236,26,65,0.576
W005,P0011,42,4,15,0.571
W005,P0144,399,62,199,0.421
W005,P0172,1563,290,896,0.608
W005,P0007,411,61,135,1.287
W005,P0051,4311,729,1413,0.381
W005,P0073,1519,150,622,0.854
W005,P0128,359,36,154,0.529
W005,P0129,1338,207,491,0.275
W005,P0264,395,76,225,0.43
W005,P0235,54,6,16,0.759
W005,P0257,202,27,91,0.959
W005,P0263,191,33,90,0.471
W005,P0244,377,73,201,0.765
W005,P0106,1331,157,622,0.991
W005,P0212,979,141,339,0.162
W005,P0155,273,28,115,0.16
W005,P0098,3580,589,1935,0.835
W005,P0179,253,41,101,0.696
W005,P0169,1841,310,985,1.064
W005,P0157,2904,362,1226,0.149
W005,P0113,383,73,154,0.489
W005,P0283,113,20,51,0.349
W005,P0196,1788,246,813,0.763
W005,P0001,672,85,288,0.27
W005,P0119,195,27,100,0.755
W005,P0164,176,34,81,0.522
W005,P0300,1244,206,698,0.57
W005,P0002,615,76,316,0.32
W005,P0010,1824,350,679,0.569
W005,P0033,838,79,356,0.316
W005,P0208,1591,178,710,0.789
W005,P0170,598,68,269,0.253
W005,P0272,340,50,123,0.524
W005,P0148,49,6,19,1.091
W005,P0278,1861,273,916,0.141
W006,P0041,6970,822,2176,0.543
W006,P0085,3046,391,1038,0.698
W006,P0227,2177,330,858,0.487
W006,P0190,328,45,108,0.397
W006,P0047,61,9,32,0.151
W006,P0121,5574,747,2662,0.139
W006,P0013,2672,373,1066,0.489
W006,P0083,2790,415,1087,0.794
W006,P0001,1938,255,796,0.761
W006,P0220,3143,412,1246,1.089
W006,P0084,487,86,280,1.067
W006,P0282,98,19,51,0.085
W006,P0168,3003,346,1504,0.503
W006,P0010,1736,196,697,0.519
W006,P0249,732,144,326,1.03
W006,P0209,928,122,308,0.09
W006,P0076,1333,123,326,0.069
W006,P0141,3917,399,1449,0.15
W006,P0207,1685,248,648,0.633
W006,P0241,55,7,17,0.188
W006,P0127,5988,687,1706,0.247
W006,P0187,4075,648,1268,0.707
W006,P0054,7983,879,3379,0.72
W006,P0114,1739,151,678,0.846
W006,P0020,2743,290,1149,0.103
W006,P0228,555,44,243,0.67
W006,P0304,245,33,101,1.001
W006,P0118,1237,185,371,0.634
W006,P0146,375,57,189,1.011
W006,P0292,1906,219,863,0.637
W006,P0205,330,57,140,0.413
W006,P0120,2390,433,858,0.483
W006,P0033,2767,400,1482,0.433
W006,P0293,399,41,162,0.292
W006,P0071,2637,458,1335,1.076
W006,P0006,2489,362,745,0.07
W006,P0303,3853,683,1616,0.281
W006,P0259,414,55,205,0.33
W006,P0318,199,32,72,0.79
W006,P0269,1912,254,872,0.626
W006,P0313,1198,104,469,1.023
W006,P0244,181,26,76,1.019
W006,P0254,303,55,175,1.186
W006,P0019,489,81,196,0.966
W006,P0002,1563,151,471,0.97
W006,P0281,280,31,107,0.477
W006,P0091,540,66,280,0.082
W006,P0035,1879,234,958,0.215
W006,P0196,803,151,372,0.241
W006,P0048,5851,1045,3382,0.855
W006,P0287,46,7,22,0.743
W006,P0130,509,62,189,0.579
W006,P0109,501,52,145,0.422
W006,P0276,416,62,174,0.171
W006,P0253,722,82,257,0.553
W006,P0096,436,39,153,0.923
W006,P0178,394,36,139,1.09
W006,P0198,390,64,214,1.13
W006,P0150,3959,708,1391,0.481
W006,P0021,370,44,191,0.736
W006,P0289,7197,688,2874,0.705
W006,P0015,3249,634,1700,0.208
W006,P0274,311,54,115,0.789
W006,P0307,411,53,166,0.179
W006,P0264,449,80,196,0.415
W006,P0160,326,58,152,0.671
W006,P0283,274,23,113,0.294
W006,P0064,484,41,128,0.942
W006,P0144,437,42,144,0.878
W006,P0123,2175,363,905,0.987
W006,P0009,5075,791,2438,0.567
W006,P0155,331,40,96,0.802
W006,P0177,1912,241,708,1.015
W006,P0250,2048,391,1177,0.31
W006,P0176,193,29,103,0.316
W006,P0247,514,99,195,0.576
W006,P0221,4201,427,1456,0.219
W006,P0012,3835,538,1290,1.02
W006,P0147,514,54,237,0.503
W006,P0027,2057,320,1128,0.319
W006,P0003,1882,286,606,0.662
W006,P0200,437,65,156,0.114
W006,P0077,1947,376,879,0.562
W006,P0232,2552,302,1319,0.497
W006,P0185,372,50,186,0.268
W006,P0230,364,48,164,0.51
W006,P0145,2218,336,1068,0.633
W006,P0057,1035,176,528,0.86
W006,P0270,957,133,313,0.535
W006,P0297,351,58,132,0.662
W006,P0219,1226,152,498,0.666
W006,P0163,2591,332,1167,0.873
W006,P0311,2409,213,1172,0.553
W006,P0217,1999,322,661,0.321
W006,P0112,788,71,249,0.276
W006,P0275,2603,449,1138,1.153
W006,P0239,2686,456,1463,0.886
W006,P0246,1384,167,553,0.277
W006,P0129,2370,461,1288,1.073
W006,P0135,29,2,7,0.91
W006,P0165,278,25,125,0.364
W006,P0007,1102,175,560,0.469
W006,P0025,339,57,175,0.841
W006,P0278,561,104,286,0.316
W006,P0087,2168,287,665,0.706
W006,P0094,250,39,93,0.858
W006,P0215,1106,140,486,1.024
W006,P0162,5477,844,2054,0.692
W006,P0049,781,147,264,0.149
W006,P0067,221,25,94,1.126
W006,P0052,6420,1036,3302,0.65
W006,P0137,7654,984,3849,0.523
W006,P0008,183,35,79,1.054
W006,P0086,338,36,111,0.912
W006,P0042,1323,144,566,0.355
W006,P0026,235,42,92,1.081
W006,P0056,761,142,405,0.792
W006,P0060,802,131,384,1.04
W006,P0097,117,15,32,0.785
W006,P0016,1673,321,658,0.547
W006,P0125,5454,790,2127,0.158
W006,P0296,1679,187,458,0.553
W006,P0116,704,56,302,0.855
W006,P0231,428,60,206,0.7
W006,P0315,2486,204,1101,0.1
W006,P0158,1266,208,486,0.245
W006,P0173,2780,377,1064,0.923
W006,P0210,2361,339,810,0.332
W006,P0188,1353,207,639,0.988
W006,P0045,501,71,182,0.67
W006,P0068,453,58,148,0.186
W006,P0159,397,49,159,0.385
W006,P0189,324,39,144,0.229
W006,P0072,1541,307,668,1.052
W006,P0005,789,122,288,0.128
W006,P0248,355,42,95,0.739
W006,P0213,625,90,255,0.639
W006,P0291,372,40,110,0.132
W006,P0263,92,17,43,0.238
W006,P0273,1841,345,926,1.083
W006,P0134,2181,371,770,0.812
W006,P0180,1258,232,636,0.693
W006,P0039,310,32,102,0.06
W006,P0224,1735,277,670,0.997
W006,P0203,52,9,17,1.203
W006,P0222,4682,722,1492,0.114
W006,P0080,443,65,193,0.18
W006,P0261,313,31,116,0.258
W006,P0092,1218,154,394,1.034
W006,P0113,411,46,153,0.75
W006,P0268,1902,273,896,0.652
W006,P0148,146,16,41,0.702
W006,P0104,7514,652,2662,0.775
W006,P0208,1249,116,424,0.884
W006,P0031,1745,269,779,0.095
W006,P0285,1275,187,491,0.561
W006,P0018,5510,540,2415,1.083
W006,P0153,378,64,140,0.444
W006,P0223,1243,121,558,0.792
W006,P0073,1622,242,685,0.548
W006,P0138,1030,130,308,1.247
W006,P0240,7826,776,1985,0.883
W006,P0164,340,49,129,0.833
W006,P0195,4494,449,1363,1.089
W006,P0298,2436,258,969,0.827
W006,P0288,419,79,225,1.096
W006,P0095,2346,251,607,0.443
W006,P0088,470,68,234,1.016
W006,P0290,537,101,245,0.597
W006,P0236,328,62,155,0.827
W006,P0070,2372,281,709,1.461
W006,P0011,438,52,176,0.946
W006,P0055,1681,204,691,0.203
W006,P0202,1304,241,487,0.895
W006,P0218,3607,664,1788,0.399
W006,P0098,1830,276,989,0.475
W006,P0058,424,58,212,1.083
W006,P0193,2239,328,880,0.255
W006,P0149,64,6,29,0.498
W006,P0078,1767,185,565,0.248
W006,P0256,8108,890,3255,0.1
W006,P0320,2759,401,860,0.351
W006,P0014,814,124,325,0.697
W006,P0214,430,61,139,0.983
W006,P0175,1244,186,616,0.706
W006,P0038,2592,294,1299,0.647
W006,P0036,6714,1104,2791,0.698
W006,P0237,442,82,226,0.759
W006,P0302,532,52,195,0.639
W006,P0110,2477,345,1010,0.907
W006,P0191,418,34,188,0.288
W006,P0017,1274,167,621,0.384
W006,P0251,447,57,219,0.691
W006,P0161,2370,321,1198,0.431
W006,P0152,4265,801,2175,0.954
W006,P0062,1679,152,404,0.592
W006,P0079,2193,244,857,0.755
W006,P0126,260,31,98,0.456
W006,P0061,316,48,130,0.787
W006,P0119,389,65,157,0.65
W006,P0245,225,25,113,0.903
W006,P0319,33,5,15,0.817
W006,P0186,91,13,45,0.265
W006,P0181,617,76,265,0.487
W006,P0199,434,82,221,0.576
W006,P0040,164,31,60,0.421
W006,P0306,857,72,379,1.052
W006,P0030,651,75,326,1.005
W006,P0107,1275,107,352,0.679
W006,P0059,2679,300,1293,0.488
W006,P0024,1212,126,460,1.095
W006,P0100,472,63,175,0.636
W006,P0286,2062,272,1010,0.912
W006,P0051,1937,309,968,0.562
W006,P0260,2522,319,778,0.724
W006,P0089,2453,490,1001,0.468
W006,P0243,357,48,135,0.188
W006,P0258,486,90,227,1.166
W006,P0216,65,8,33,0.688
W006,P0316,1236,189,398,0.789
W006,P0204,1559,300,920,0.879
W006,P0156,2837,393,1495,0.461
W006,P0280,2923,331,1204,0.649
W006,P0142,3691,706,1418,0.612
W006,P0124,485,88,230,0.326
W006,P0211,3787,462,1176,0.558
W006,P0206,1919,334,941,0.709
W006,P0233,1894,242,832,0.217
W006,P0267,1139,120,420,0.079
W006,P0308,1664,134,707,0.178
W006,P0279,1071,108,448,0.074
W006,P0197,164,18,51,0.524
W006,P0179,328,49,142,1.188
W006,P0312,446,40,113,0.871
W006,P0314,797,150,375,0.11
W006,P0090,1341,215,697,0.939
W006,P0294,391,77,162,0.071
W006,P0139,390,50,176,1.076
W006,P0166,354,38,169,0.186
W006,P0065,121,19,49,0.983
W006,P0174,549,44,141,1.123
W006,P0225,2657,268,949,0.725
W006,P0262,1710,321,886,0.202
W006,P0252,453,66,228,0.473
W006,P0284,1386,194,505,0.534
W006,P0034,2295,234,979,0.77
W006,P0151,50,8,21,0.416
W006,P0103,2294,205,1096,0.652
W006,P0063,2323,225,996,0.238
W006,P0295,114,21,65,1.257
W006,P0255,479,75,193,0.899
W006,P0235,285,35,82,0.136
W006,P0132,5552,684,1546,0.432
W006,P0046,291,56,113,0.791
W006,P0257,428,50,211,0.75
W006,P0226,667,122,326,0.752
W006,P0192,289,52,120,1.307
W006,P0069,242,40,119,0.555
W006,P0201,255,34,80,0.97
W006,P0093,1791,216,808,0.481
W006,P0102,2247,304,747,0.382
W006,P0136,73,10,22,0.279
W006,P0053,3940,764,2122,0.71
W006,P0133,2188,302,721,0.654
W006,P0106,312,58,122,0.727
W006,P0242,264,25,98,0.377
W006,P0234,1661,243,888,0.892
W006,P0101,1897,276,590,0.752
W007,P0136,13,2,5,0.287
W007,P0175,1065,94,479,0.276
W007,P0097,140,14,43,0.998
W007,P0271,383,72,212,0.638
W007,P0056,965,100,371,0.38
W007,P0239,1010,189,587,0.146
W007,P0299,77,14,39,0.232
W007,P0013,1048,161,408,1.036
W007,P0017,1583,205,510,1.338
W007,P0101,849,120,352,0.288
W007,P0035,514,102,250,0.865
W007,P0165,227,31,101,0.562
W007,P0152,3349,353,1026,0.805
W007,P0260,708,103,354,0.557
W007,P0127,1826,346,771,0.17
W007,P0062,1071,190,398,0.241
W007,P0050,181,15,45,0.783
W007,P0267,1161,216,438,0.755
W007,P0247,114,20,37,0.341
W007,P0031,626,95,303,0.412
W007,P0030,565,46,256,1.214
W007,P0134,1140,176,510,0.235
W007,P0069,228,24,65,0.984
W007,P0116,1018,172,390,0.755
W007,P0169,1147,204,565,0.631
W007,P0276,26,3,10,0.457
W007,P0118,1733,334,936,0.335
W007,P0320,1018,166,503,0.144
W007,P0164,216,33,75,0.406
W007,P0300,3274,475,1427,0.224
W007,P0018,2445,460,1201,0.471
W007,P0157,2256,326,1116,0.306
W007,P0205,88,16,31,0.347
W007,P0319,161,22,83,1.164
W007,P0090,819,108,283,0.666
W007,P0289,1600,262,755,0.614
W007,P0107,299,47,139,0.786
W007,P0033,915,143,409,0.434
W007,P0148,220,42,82,0.765
W007,P0313,303,53,114,1.311
W007,P0098,1278,203,633,0.66
W007,P0234,3074,388,1582,0.607
W007,P0316,450,44,180,0.886
W007,P0002,656,123,374,0.534
W007,P0106,447,41,176,0.759
W007,P0036,2266,263,607,0.69
W007,P0203,95,15,38,0.69
W007,P0084,41,6,12,0.209
W007,P0237,193,23,67,0.771
W007,P0311,1165,229,557,0.324
W007,P0208,513,65,161,0.851
W007,P0270,1021,181,419,0.985
W007,P0105,1125,116,513,0.728
W007,P0086,703,76,244,0.453
W007,P0088,1137,105,512,0.225
W007,P0255,188,30,79,1.005
W007,P0173,633,100,202,0.931
W007,P0016,641,108,246,0.342
W007,P0058,64,5,25,0.696
W007,P0099,700,61,308,0.225
W007,P0213,824,126,389,0.495
W007,P0214,134,21,65,0.181
W007,P0272,231,30,111,0.999
W007,P0023,794,99,346,0.16
W007,P0264,223,28,86,0.578
W007,P0284,1004,142,446,0.887
W007,P0174,92,8,27,0.329
W007,P0073,1030,170,332,0.861
W007,P0221,3246,272,1122,1.227
W007,P0153,130,12,43,0.364
W007,P0238,930,102,339,0.47
W007,P0280,2884,386,1142,0.817
W007,P0138,322,39,161,1.26
W007,P0162,3548,471,1255,0.951
W007,P0123,356,35,176,0.805
W007,P0199,153,20,60,0.488
W007,P0292,2163,354,690,0.346
W007,P0228,771,145,350,0.437
W007,P0194,310,47,166,0.272
W007,P0060,1060,170,452,0.232
W007,P0243,987,105,337,0.105
W007,P0261,70,12,28,0.659
W007,P0219,744,83,247,0.969
W007,P0159,200,28,96,0.308
W007,P0182,199,36,74,0.447
W007,P0246,171,24,92,0.228
W007,P0258,363,37,104,1.594
W007,P0224,978,94,419,1.025
W007,P0027,748,142,419,0.171
W007,P0150,1556,244,572,0.101
W007,P0020,1158,107,355,0.753
W007,P0195,2926,506,1392,0.674
W007,P0024,262,28,109,0.76
W007,P0074,21,4,10,0.298
W007,P0078,204,19,99,0.894
W007,P0048,1694,248,620,0.865
W007,P0015,3168,419,1141,0.526
W007,P0029,76,8,20,0.4
W007,P0065,21,3,6,0.104
W007,P0087,566,101,245,0.798
W007,P0003,599,53,248,0.634
W007,P0064,34,5,14,0.572
W007,P0226,1012,132,391,0.392
W007,P0295,224,32,97,0.366
W007,P0068,176,22,54,0.396
W007,P0253,1082,113,501,0.179
W007,P0235,178,25,66,0.468
W008,P0105,4918,566,1899,0.835
W008,P0272,1104,171,439,0.203
W008,P0294,84,8,41,0.776
W008,P0308,1649,207,773,0.875
W008,P0313,514,92,186,1.521
W008,P0199,366,31,161,0.548
W008,P0120,1591,304,751,0.284
W008,P0085,3320,559,1077,0.529
W008,P0104,1946,274,1013,0.518
W008,P0200,106,9,28,0.777
W008,P0034,1484,222,679,0.398
W008,P0160,299,33,128,0.532
W008,P0306,557,47,258,0.706
W008,P0058,338,38,119,0.708
W008,P0054,1730,203,662,1.406
W008,P0076,1076,106,439,1.099
W008,P0140,3179,614,1578,0.239
W008,P0107,1289,182,490,1.043
W008,P0300,3416,610,1186,0.492
W008,P0269,276,23,86,0.611
W008,P0302,306,34,111,0.171
W008,P0271,693,120,226,0.328
W008,P0141,1596,235,784,0.448
W008,P0065,349,65,143,0.238
W008,P0010,1177,177,522,0.127
W008,P0145,412,44,136,0.077
W008,P0258,236,36,128,1.124
W008,P0035,1197,175,460,0.592
W008,P0179,354,48,155,0.264
W008,P0280,4006,402,1057,0.259
W008,P0069,248,39,91,0.574
W008,P0082,30,3,10,0.299
W008,P0248,194,33,77,0.809
W008,P0187,3742,353,1752,0.348
W008,P0262,1556,211,630,0.904
W008,P0015,3900,455,1462,1.018
W008,P0021,126,22,60,0.126
W008,P0296,1761,350,683,0.385
W008,P0281,214,18,72,0.775
W008,P0028,3219,581,1458,0.516
W008,P0237,175,20,46,0.985
W008,P0184,268,48,107,1.286
W008,P0278,375,65,174,0.87
W008,P0309,5471,841,2138,0.147
W008,P0260,1619,151,462,0.161
W008,P0090,240,20,61,0.473
W008,P0047,363,38,92,0.809
W008,P0115,449,70,175,0.412
W008,P0170,1453,274,600,0.322
W008,P0303,4905,874,2571,0.153
W008,P0157,3044,272,808,0.094
W008,P0301,1392,157,565,0.956
W008,P0005,1379,275,619,0.87
W008,P0066,1440,159,444,0.914
W008,P0019,335,60,147,0.876
W008,P0122,1227,98,495,0.779
W008,P0161,3453,683,1263,0.202
W008,P0098,962,162,408,0.453
W008,P0210,1179,157,609,0.177
W008,P0193,933,102,352,0.293
W008,P0315,851,110,385,0.307
W008,P0240,3750,359,1579,0.686
W008,P0126,160,29,56,0.069
W008,P0238,1448,191,696,0.831
W008,P0207,1645,169,537,0.444
W008,P0211,5826,1046,2518,0.716
W008,P0057,1233,185,387,0.985
W008,P0288,1297,217,731,0.158
W008,P0234,3952,680,2003,1.061
W008,P0213,1860,283,986,0.882
W008,P0125,817,89,338,0.369
W008,P0196,600,96,233,0.448
W008,P0016,1319,121,506,0.971
W008,P0142,3784,415,1225,0.366
W008,P0088,1407,183,694,1.009
W008,P0061,370,57,143,0.157
W008,P0131,1359,240,688,0.251
W008,P0178,122,13,50,0.186
W008,P0139,1179,132,452,0.604
W008,P0109,1640,153,626,0.554
W008,P0290,395,34,134,1.068
W008,P0201,85,8,24,0.747
W008,P0297,373,50,107,0.579
W008,P0192,115,18,53,1.25
W008,P0086,1565,288,683,0.794
W008,P0044,365,61,176,0.142
W008,P0060,1265,183,667,0.927
W008,P0014,719,65,224,1.084
W008,P0130,112,22,56,0.432
W008,P0242,170,20,74,0.901
W008,P0243,757,121,337,0.612
W008,P0212,1669,182,835,0.908
W008,P0165,111,12,40,0.86
W008,P0311,1125,132,429,0.527
W008,P0037,279,36,146,0.262
W008,P0174,362,44,132,0.572
W008,P0143,240,29,73,1.0
W008,P0287,43,6,18,0.371
W008,P0072,2394,478,1170,0.49
W008,P0040,291,26,116,0.995
W008,P0067,272,21,79,0.63
W008,P0152,2206,284,950,0.195
W008,P0264,260,40,143,0.912
W008,P0153,250,39,109,0.362
W008,P0286,1600,131,717,0.972
W008,P0175,538,61,219,0.895
W008,P0183,63,9,31,0.081
W008,P0249,724,81,359,0.272
W008,P0094,184,30,96,0.176
W008,P0011,228,32,121,0.752
W008,P0299,273,43,139,1.02
W008,P0045,223,19,59,1.029
W008,P0089,1592,228,492,1.204
W008,P0113,115,9,35,1.096
W008,P0111,397,33,105,0.932
W008,P0017,5299,715,2710,0.351
W008,P0031,1333,230,556,0.111
W008,P0209,1815,308,856,0.885
W008,P0149,261,22,110,0.402
W008,P0123,1937,352,1077,0.219
W008,P0204,879,129,443,0.425
W008,P0289,4982,911,2631,0.872
W008,P0116,1008,192,384,0.426
W008,P0317,160,14,64,0.682
W008,P0164,363,59,157,1.17
W008,P0079,1490,216,774,0.48
W008,P0182,1667,183,809,0.145
W008,P0158,509,57,188,1.127
W008,P0298,1280,215,477,0.726
W008,P0117,1200,216,659,0.192
W008,P0188,1571,149,404,0.615
W008,P0285,969,147,511,0.441
W008,P0314,364,67,207,0.641
W008,P0092,262,31,81,1.119
W008,P0244,155,30,80,0.33
W008,P0003,855,126,330,0.984
W008,P0033,1748,281,699,0.529
W008,P0103,463,55,132,0.413
W008,P0305,509,50,199,0.157
W008,P0217,1969,202,940,0.19
W008,P0274,1972,277,652,1.146
W008,P0138,609,93,235,0.876
W008,P0136,186,23,79,1.1
W008,P0227,1230,223,566,0.944
W008,P0266,1940,266,799,0.356
W008,P0225,3928,464,1961,1.075
W008,P0112,1963,306,798,0.349
W008,P0283,250,32,72,0.481
